CTD,20130709ODF
# REPORTED CAST DEPTH IS CTD_DEPTH + DISTANCE_ABOVE_BOTTOM AT MAX PRESSURE
NUMBER_HEADERS = 11
EXPOCODE = 318M20130321
SECT_ID = P02W
STNNBR = 35
CASTNO = 1
DATE = 20130415
TIME = 0212
LATITUDE =  30.0001
LONGITUDE =  147.7915
DEPTH =  6173
INSTRUMENT_ID = 914
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,TRANSM,TRANSM_FLAG_W,FLUORM,FLUORM_FLAG_W,CTDNOBS,CTDETIME
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,,
   5096.0,2,   1.5135,2,  34.6913,2,    163.2,2,   4.4621,1,    0.006,1,       60,   5853.0
   5098.0,2,   1.5137,2,  34.6914,2,    163.1,2,   4.4617,1,    0.006,1,       36,   5855.0
   5100.0,2,   1.5139,2,  34.6914,2,    163.2,2,   4.4619,1,    0.006,1,       48,   5856.8
   5102.0,2,   1.5142,2,  34.6914,2,    163.5,2,   4.4622,1,    0.005,1,       48,   5858.8
   5104.0,2,   1.5144,2,  34.6913,2,    163.3,2,   4.4621,1,    0.006,1,       48,   5860.8
   5106.0,2,   1.5146,2,  34.6915,2,    163.0,2,   4.4618,1,    0.006,1,       48,   5862.8
   5108.0,2,   1.5145,2,  34.6915,2,    163.1,2,   4.4621,1,    0.006,1,       48,   5864.8
   5110.0,2,   1.5147,2,  34.6915,2,    163.1,2,   4.4620,1,    0.006,1,       48,   5866.8
   5112.0,2,   1.5149,2,  34.6914,2,    163.1,2,   4.4619,1,    0.006,1,       60,   5869.0
   5114.0,2,   1.5151,2,  34.6915,2,    163.1,2,   4.4618,1,    0.006,1,       48,   5871.2
   5116.0,2,   1.5154,2,  34.6915,2,    163.1,2,   4.4619,1,    0.006,1,       36,   5873.0
   5118.0,2,   1.5156,2,  34.6915,2,    163.0,2,   4.4619,1,    0.006,1,       48,   5874.8
   5120.0,2,   1.5160,2,  34.6914,2,    163.9,2,   4.4622,1,    0.005,1,       48,   5876.8
   5122.0,2,   1.5161,2,  34.6915,2,    164.0,2,   4.4617,1,    0.005,1,       60,   5879.0
   5124.0,2,   1.5160,2,  34.6916,2,    164.0,2,   4.4620,1,    0.005,1,       48,   5881.2
   5126.0,2,   1.5161,2,  34.6915,2,    164.1,2,   4.4621,1,    0.005,1,       36,   5883.0
   5128.0,2,   1.5161,2,  34.6915,2,    164.1,2,   4.4618,1,    0.005,1,       48,   5884.8
   5130.0,2,   1.5163,2,  34.6915,2,    163.4,2,   4.4620,1,    0.005,1,       48,   5886.8
   5132.0,2,   1.5163,2,  34.6916,2,    163.2,2,   4.4619,1,    0.005,1,       48,   5888.8
   5134.0,2,   1.5165,2,  34.6916,2,    163.2,2,   4.4620,1,    0.005,1,       48,   5890.8
   5136.0,2,   1.5168,2,  34.6915,2,    163.4,2,   4.4619,1,    0.005,1,       48,   5892.8
   5138.0,2,   1.5170,2,  34.6914,2,    164.1,2,   4.4623,1,    0.005,1,       48,   5894.8
   5140.0,2,   1.5171,2,  34.6914,2,    164.2,2,   4.4625,1,    0.005,1,       48,   5896.8
   5142.0,2,   1.5171,2,  34.6917,2,    164.2,2,   4.4623,1,    0.005,1,       48,   5898.8
   5144.0,2,   1.5173,2,  34.6916,2,    164.2,2,   4.4618,1,    0.005,1,       36,   5900.5
   5146.0,2,   1.5176,2,  34.6915,2,    164.3,2,   4.4620,1,    0.005,1,       72,   5902.8
   5148.0,2,   1.5178,2,  34.6917,2,    164.3,2,   4.4622,1,    0.005,1,       48,   5905.2
   5150.0,2,   1.5176,2,  34.6918,2,    164.4,2,   4.4619,1,    0.005,1,       36,   5907.0
   5152.0,2,   1.5177,2,  34.6917,2,    164.3,2,   4.4621,1,    0.005,1,       48,   5908.8
   5154.0,2,   1.5178,2,  34.6917,2,    164.4,2,   4.4619,1,    0.005,1,       60,   5911.0
   5156.0,2,   1.5176,2,  34.6917,2,    164.4,2,   4.4623,1,    0.005,1,       48,   5913.2
   5158.0,2,   1.5175,2,  34.6917,2,    164.5,2,   4.4604,1,    0.005,1,       36,   5915.0
   5160.0,2,   1.5176,2,  34.6918,2,    164.5,2,   4.4615,1,    0.005,1,       48,   5916.8
   5162.0,2,   1.5178,2,  34.6918,2,    164.6,2,   4.4619,1,    0.005,1,       48,   5918.8
   5164.0,2,   1.5180,2,  34.6918,2,    164.4,2,   4.4622,1,    0.005,1,       48,   5920.8
   5166.0,2,   1.5183,2,  34.6917,2,    164.5,2,   4.4623,1,    0.005,1,       48,   5922.8
   5168.0,2,   1.5186,2,  34.6917,2,    164.6,2,   4.4617,1,    0.005,1,       48,   5924.8
   5170.0,2,   1.5188,2,  34.6918,2,    164.6,2,   4.4619,1,    0.005,1,       48,   5926.8
   5172.0,2,   1.5190,2,  34.6918,2,    164.6,2,   4.4620,1,    0.005,1,       48,   5928.8
   5174.0,2,   1.5193,2,  34.6918,2,    164.6,2,   4.4619,1,    0.005,1,       48,   5930.8
   5176.0,2,   1.5193,2,  34.6919,2,    164.7,2,   4.4621,1,    0.005,1,       48,   5932.8
   5178.0,2,   1.5192,2,  34.6919,2,    164.7,2,   4.4617,1,    0.005,1,       48,   5934.8
   5180.0,2,   1.5190,2,  34.6918,2,    164.7,2,   4.4623,1,    0.005,1,       60,   5937.0
   5182.0,2,   1.5191,2,  34.6919,2,    164.8,2,   4.4622,1,    0.005,1,       36,   5939.0
   5184.0,2,   1.5194,2,  34.6919,2,    164.8,2,   4.4620,1,    0.005,1,       48,   5940.8
   5186.0,2,   1.5196,2,  34.6918,2,    164.8,2,   4.4618,1,    0.005,1,       48,   5942.8
   5188.0,2,   1.5198,2,  34.6918,2,    164.8,2,   4.4621,1,    0.005,1,       60,   5945.0
   5190.0,2,   1.5200,2,  34.6920,2,    164.9,2,   4.4621,1,    0.005,1,       48,   5947.2
   5192.0,2,   1.5200,2,  34.6919,2,    164.8,2,   4.4620,1,    0.005,1,       36,   5949.0
   5194.0,2,   1.5202,2,  34.6919,2,    164.9,2,   4.4617,1,    0.005,1,       48,   5950.8
   5196.0,2,   1.5206,2,  34.6919,2,    164.9,2,   4.4619,1,    0.005,1,       48,   5952.8
   5198.0,2,   1.5209,2,  34.6920,2,    164.6,2,   4.4618,1,    0.005,1,       48,   5954.8
   5200.0,2,   1.5210,2,  34.6919,2,    164.4,2,   4.4620,1,    0.005,1,       48,   5956.8
   5202.0,2,   1.5212,2,  34.6918,2,    164.3,2,   4.4618,1,    0.005,1,       48,   5958.8
   5204.0,2,   1.5215,2,  34.6918,2,    164.3,2,   4.4619,1,    0.005,1,       48,   5960.8
   5206.0,2,   1.5217,2,  34.6919,2,    164.3,2,   4.4621,1,    0.005,1,       48,   5962.8
   5208.0,2,   1.5220,2,  34.6919,2,    164.2,2,   4.4618,1,    0.005,1,       48,   5964.8
   5210.0,2,   1.5222,2,  34.6919,2,    164.2,2,   4.4619,1,    0.005,1,       36,   5966.5
   5212.0,2,   1.5224,2,  34.6919,2,    164.3,2,   4.4621,1,    0.005,1,       60,   5968.5
   5214.0,2,   1.5224,2,  34.6918,2,    164.3,2,   4.4611,1,    0.005,1,       48,   5970.8
   5216.0,2,   1.5225,2,  34.6919,2,    164.3,2,   4.4619,1,    0.005,1,       48,   5972.8
   5218.0,2,   1.5228,2,  34.6919,2,    164.4,2,   4.4620,1,    0.005,1,       48,   5974.8
   5220.0,2,   1.5231,2,  34.6920,2,    164.4,2,   4.4620,1,    0.005,1,       48,   5976.8
   5222.0,2,   1.5234,2,  34.6919,2,    164.4,2,   4.4618,1,    0.005,1,       48,   5978.8
   5224.0,2,   1.5236,2,  34.6920,2,    164.4,2,   4.4619,1,    0.005,1,       48,   5980.8
   5226.0,2,   1.5239,2,  34.6919,2,    164.4,2,   4.4621,1,    0.005,1,       48,   5982.8
   5228.0,2,   1.5241,2,  34.6919,2,    164.4,2,   4.4621,1,    0.005,1,       48,   5984.8
   5230.0,2,   1.5244,2,  34.6919,2,    164.5,2,   4.4620,1,    0.005,1,       48,   5986.8
   5232.0,2,   1.5246,2,  34.6920,2,    164.1,2,   4.4620,1,    0.005,1,       48,   5988.8
   5234.0,2,   1.5247,2,  34.6920,2,    163.9,2,   4.4619,1,    0.005,1,       48,   5990.8
   5236.0,2,   1.5246,2,  34.6920,2,    163.9,2,   4.4620,1,    0.005,1,       36,   5992.5
   5238.0,2,   1.5246,2,  34.6919,2,    163.8,2,   4.4617,1,    0.005,1,       48,   5994.2
   5240.0,2,   1.5247,2,  34.6920,2,    163.9,2,   4.4619,1,    0.005,1,       48,   5996.2
   5242.0,2,   1.5250,2,  34.6920,2,    164.0,2,   4.4619,1,    0.005,1,       48,   5998.2
   5244.0,2,   1.5252,2,  34.6920,2,    164.0,2,   4.4618,1,    0.005,1,       60,   6000.5
   5246.0,2,   1.5254,2,  34.6921,2,    163.9,2,   4.4620,1,    0.005,1,       48,   6002.8
   5248.0,2,   1.5257,2,  34.6920,2,    164.0,2,   4.4619,1,    0.005,1,       36,   6004.5
   5250.0,2,   1.5259,2,  34.6920,2,    164.0,2,   4.4617,1,    0.005,1,       48,   6006.2
   5252.0,2,   1.5261,2,  34.6920,2,    164.0,2,   4.4618,1,    0.005,1,       60,   6008.5
   5254.0,2,   1.5260,2,  34.6922,2,    163.9,2,   4.4617,1,    0.005,1,       48,   6010.8
   5256.0,2,   1.5261,2,  34.6921,2,    164.0,2,   4.4618,1,    0.005,1,       48,   6012.8
   5258.0,2,   1.5263,2,  34.6921,2,    164.0,2,   4.4619,1,    0.005,1,       48,   6014.8
   5260.0,2,   1.5266,2,  34.6921,2,    164.1,2,   4.4617,1,    0.005,1,       48,   6016.8
   5262.0,2,   1.5267,2,  34.6922,2,    164.1,2,   4.4617,1,    0.005,1,       48,   6018.8
   5264.0,2,   1.5268,2,  34.6921,2,    164.1,2,   4.4620,1,    0.005,1,       48,   6020.8
   5266.0,2,   1.5269,2,  34.6922,2,    164.2,2,   4.4618,1,    0.005,1,       36,   6022.5
   5268.0,2,   1.5272,2,  34.6921,2,    164.1,2,   4.4617,1,    0.005,1,       48,   6024.2
   5270.0,2,   1.5273,2,  34.6921,2,    164.2,2,   4.4616,1,    0.005,1,       60,   6026.5
   5272.0,2,   1.5275,2,  34.6922,2,    164.2,2,   4.4615,1,    0.005,1,       48,   6028.8
   5274.0,2,   1.5278,2,  34.6922,2,    164.3,2,   4.4618,1,    0.005,1,       36,   6030.5
   5276.0,2,   1.5278,2,  34.6922,2,    164.1,2,   4.4616,1,    0.005,1,       48,   6032.2
   5278.0,2,   1.5280,2,  34.6922,2,    164.2,2,   4.4619,1,    0.005,1,       48,   6034.2
   5280.0,2,   1.5281,2,  34.6922,2,    164.2,2,   4.4617,1,    0.005,1,       60,   6036.5
   5282.0,2,   1.5282,2,  34.6922,2,    164.2,2,   4.4618,1,    0.005,1,       48,   6038.8
   5284.0,2,   1.5283,2,  34.6923,2,    164.2,2,   4.4618,1,    0.005,1,       36,   6040.5
   5286.0,2,   1.5285,2,  34.6923,2,    164.3,2,   4.4618,1,    0.005,1,       36,   6042.0
   5288.0,2,   1.5285,2,  34.6922,2,    164.3,2,   4.4616,1,    0.005,1,       48,   6043.8
   5290.0,2,   1.5286,2,  34.6922,2,    164.3,2,   4.4614,1,    0.005,1,       72,   6046.2
   5292.0,2,   1.5287,2,  34.6923,2,    164.4,2,   4.4617,1,    0.005,1,       36,   6048.5
   5294.0,2,   1.5290,2,  34.6923,2,    164.4,2,   4.4615,1,    0.005,1,       48,   6050.2
   5296.0,2,   1.5292,2,  34.6923,2,    164.5,2,   4.4614,1,    0.005,1,       36,   6052.0
   5298.0,2,   1.5288,2,  34.6923,2,    164.5,2,   4.4618,1,    0.005,1,       48,   6053.8
   5300.0,2,   1.5289,2,  34.6923,2,    164.4,2,   4.4618,1,    0.005,1,       48,   6055.8
   5302.0,2,   1.5290,2,  34.6924,2,    164.5,2,   4.4616,1,    0.005,1,       48,   6057.8
   5304.0,2,   1.5293,2,  34.6925,2,    164.5,2,   4.4615,1,    0.005,1,       48,   6059.8
   5306.0,2,   1.5296,2,  34.6924,2,    164.5,2,   4.4618,1,    0.005,1,       48,   6061.8
   5308.0,2,   1.5297,2,  34.6924,2,    164.5,2,   4.4615,1,    0.005,1,       36,   6063.5
   5310.0,2,   1.5300,2,  34.6923,2,    164.6,2,   4.4617,1,    0.005,1,       48,   6065.2
   5312.0,2,   1.5303,2,  34.6923,2,    164.5,2,   4.4617,1,    0.005,1,       60,   6067.5
   5314.0,2,   1.5305,2,  34.6924,2,    164.6,2,   4.4617,1,    0.005,1,       36,   6069.5
   5316.0,2,   1.5308,2,  34.6924,2,    164.7,2,   4.4618,1,    0.005,1,       48,   6071.2
   5318.0,2,   1.5310,2,  34.6924,2,    164.7,2,   4.4610,1,    0.005,1,       48,   6073.2
   5320.0,2,   1.5310,2,  34.6924,2,    164.7,2,   4.4616,1,    0.005,1,       48,   6075.2
   5322.0,2,   1.5312,2,  34.6925,2,    165.9,2,   4.4620,1,    0.005,1,       48,   6077.2
   5324.0,2,   1.5313,2,  34.6925,2,    166.0,2,   4.4619,1,    0.005,1,       48,   6079.2
   5326.0,2,   1.5316,2,  34.6925,2,    166.1,2,   4.4617,1,    0.005,1,       48,   6081.2
   5328.0,2,   1.5318,2,  34.6925,2,    166.2,2,   4.4620,1,    0.005,1,       48,   6083.2
   5330.0,2,   1.5320,2,  34.6925,2,    166.2,2,   4.4617,1,    0.005,1,       36,   6085.0
   5332.0,2,   1.5321,2,  34.6924,2,    166.2,2,   4.4618,1,    0.005,1,       48,   6086.8
   5334.0,2,   1.5322,2,  34.6924,2,    166.2,2,   4.4617,1,    0.005,1,       48,   6088.8
   5336.0,2,   1.5323,2,  34.6924,2,    166.2,2,   4.4621,1,    0.005,1,       48,   6090.8
   5338.0,2,   1.5324,2,  34.6925,2,    166.2,2,   4.4621,1,    0.005,1,       48,   6092.8
   5340.0,2,   1.5325,2,  34.6925,2,    166.2,2,   4.4619,1,    0.005,1,       48,   6094.8
   5342.0,2,   1.5326,2,  34.6926,2,    166.4,2,   4.4619,1,    0.005,1,       48,   6096.8
   5344.0,2,   1.5326,2,  34.6925,2,    166.3,2,   4.4619,1,    0.005,1,       36,   6098.5
   5346.0,2,   1.5329,2,  34.6925,2,    166.3,2,   4.4619,1,    0.005,1,       60,   6100.5
   5348.0,2,   1.5331,2,  34.6925,2,    166.4,2,   4.4618,1,    0.005,1,       36,   6102.5
   5350.0,2,   1.5333,2,  34.6925,2,    166.4,2,   4.4618,1,    0.005,1,       48,   6104.2
   5352.0,2,   1.5336,2,  34.6925,2,    166.4,2,   4.4616,1,    0.005,1,       60,   6106.5
   5354.0,2,   1.5338,2,  34.6926,2,    166.5,2,   4.4615,1,    0.005,1,       48,   6108.8
   5356.0,2,   1.5338,2,  34.6926,2,    166.5,2,   4.4618,1,    0.005,1,       36,   6110.5
   5358.0,2,   1.5338,2,  34.6926,2,    166.6,2,   4.4618,1,    0.005,1,       48,   6112.2
   5360.0,2,   1.5340,2,  34.6926,2,    166.6,2,   4.4618,1,    0.005,1,       48,   6114.2
   5362.0,2,   1.5342,2,  34.6926,2,    166.6,2,   4.4609,1,    0.005,1,       48,   6116.2
   5364.0,2,   1.5344,2,  34.6925,2,    166.5,2,   4.4616,1,    0.005,1,       48,   6118.2
   5366.0,2,   1.5347,2,  34.6925,2,    166.6,2,   4.4617,1,    0.005,1,       48,   6120.2
   5368.0,2,   1.5349,2,  34.6925,2,    166.6,2,   4.4620,1,    0.005,1,       48,   6122.2
   5370.0,2,   1.5352,2,  34.6926,2,    166.7,2,   4.4616,1,    0.005,1,       48,   6124.2
   5372.0,2,   1.5353,2,  34.6926,2,    166.6,2,   4.4619,1,    0.005,1,       36,   6126.0
   5374.0,2,   1.5356,2,  34.6926,2,    166.7,2,   4.4614,1,    0.005,1,       48,   6127.8
   5376.0,2,   1.5359,2,  34.6926,2,    166.7,2,   4.4618,1,    0.005,1,       48,   6129.8
   5378.0,2,   1.5361,2,  34.6926,2,    166.1,2,   4.4616,1,    0.005,1,       60,   6132.0
   5380.0,2,   1.5361,2,  34.6926,2,    165.9,2,   4.4612,1,    0.005,1,       36,   6134.0
   5382.0,2,   1.5362,2,  34.6926,2,    166.0,2,   4.4614,1,    0.005,1,       48,   6135.8
   5384.0,2,   1.5361,2,  34.6927,2,    165.8,2,   4.4616,1,    0.005,1,       60,   6138.0
   5386.0,2,   1.5361,2,  34.6928,2,    166.0,2,   4.4610,1,    0.006,1,       48,   6140.2
   5388.0,2,   1.5363,2,  34.6928,2,    166.0,2,   4.4611,1,    0.006,1,       36,   6142.0
   5390.0,2,   1.5365,2,  34.6928,2,    165.8,2,   4.4613,1,    0.005,1,       36,   6143.5
   5392.0,2,   1.5367,2,  34.6926,2,    165.8,2,   4.4616,1,    0.005,1,       60,   6145.5
   5394.0,2,   1.5369,2,  34.6926,2,    166.1,2,   4.4614,1,    0.005,1,       48,   6147.8
   5396.0,2,   1.5371,2,  34.6927,2,    166.2,2,   4.4612,1,    0.006,1,       48,   6149.8
   5398.0,2,   1.5374,2,  34.6927,2,    166.2,2,   4.4613,1,    0.006,1,       60,   6152.0
   5400.0,2,   1.5375,2,  34.6927,2,    166.2,2,   4.4609,1,    0.006,1,       36,   6154.0
   5402.0,2,   1.5374,2,  34.6927,2,    166.3,2,   4.4613,1,    0.005,1,       36,   6155.5
   5404.0,2,   1.5375,2,  34.6927,2,    166.3,2,   4.4612,1,    0.006,1,       48,   6157.2
   5406.0,2,   1.5376,2,  34.6927,2,    166.4,2,   4.4609,1,    0.006,1,       48,   6159.2
   5408.0,2,   1.5377,2,  34.6928,2,    166.4,2,   4.4614,1,    0.006,1,       60,   6161.5
   5410.0,2,   1.5378,2,  34.6929,2,    166.4,2,   4.4610,1,    0.006,1,       36,   6163.5
   5412.0,2,   1.5380,2,  34.6929,2,    166.5,2,   4.4610,1,    0.006,1,       48,   6165.2
   5414.0,2,   1.5382,2,  34.6928,2,    166.5,2,   4.4604,1,    0.006,1,       48,   6167.2
   5416.0,2,   1.5383,2,  34.6928,2,    166.5,2,   4.4610,1,    0.006,1,       48,   6169.2
   5418.0,2,   1.5384,2,  34.6929,2,    166.5,2,   4.4613,1,    0.006,1,       48,   6171.2
   5420.0,2,   1.5388,2,  34.6929,2,    166.7,2,   4.4610,1,    0.006,1,       48,   6173.2
   5422.0,2,   1.5390,2,  34.6928,2,    166.5,2,   4.4613,1,    0.006,1,       36,   6175.0
   5424.0,2,   1.5393,2,  34.6928,2,    166.6,2,   4.4612,1,    0.006,1,       60,   6177.0
   5426.0,2,   1.5396,2,  34.6929,2,    166.6,2,   4.4611,1,    0.006,1,       48,   6179.2
   5428.0,2,   1.5398,2,  34.6929,2,    166.6,2,   4.4611,1,    0.006,1,       48,   6181.2
   5430.0,2,   1.5399,2,  34.6930,2,    166.6,2,   4.4612,1,    0.006,1,       48,   6183.2
   5432.0,2,   1.5401,2,  34.6930,2,    166.7,2,   4.4611,1,    0.006,1,       48,   6185.2
   5434.0,2,   1.5403,2,  34.6928,2,    167.2,2,   4.4613,1,    0.005,1,       36,   6187.0
   5436.0,2,   1.5404,2,  34.6928,2,    167.2,2,   4.4610,1,    0.005,1,       48,   6188.8
   5438.0,2,   1.5406,2,  34.6928,2,    167.3,2,   4.4616,1,    0.005,1,       48,   6190.8
   5440.0,2,   1.5408,2,  34.6930,2,    167.3,2,   4.4615,1,    0.005,1,       48,   6192.8
   5442.0,2,   1.5411,2,  34.6929,2,    167.3,2,   4.4614,1,    0.005,1,       48,   6194.8
   5444.0,2,   1.5414,2,  34.6929,2,    167.3,2,   4.4614,1,    0.005,1,       48,   6196.8
   5446.0,2,   1.5416,2,  34.6928,2,    167.4,2,   4.4613,1,    0.005,1,       48,   6198.8
   5448.0,2,   1.5417,2,  34.6929,2,    167.5,2,   4.4613,1,    0.005,1,       36,   6200.5
   5450.0,2,   1.5419,2,  34.6929,2,    167.4,2,   4.4614,1,    0.005,1,       48,   6202.2
   5452.0,2,   1.5421,2,  34.6929,2,    167.4,2,   4.4616,1,    0.005,1,       48,   6204.2
   5454.0,2,   1.5422,2,  34.6928,2,    167.4,2,   4.4612,1,    0.005,1,       48,   6206.2
   5456.0,2,   1.5425,2,  34.6929,2,    167.5,2,   4.4615,1,    0.005,1,       48,   6208.2
   5458.0,2,   1.5427,2,  34.6929,2,    167.5,2,   4.4614,1,    0.005,1,       60,   6210.5
   5460.0,2,   1.5429,2,  34.6930,2,    167.5,2,   4.4608,1,    0.005,1,       48,   6212.8
   5462.0,2,   1.5431,2,  34.6931,2,    167.5,2,   4.4613,1,    0.005,1,       36,   6214.5
   5464.0,2,   1.5432,2,  34.6929,2,    167.6,2,   4.4616,1,    0.005,1,       36,   6216.0
   5466.0,2,   1.5434,2,  34.6929,2,    167.6,2,   4.4614,1,    0.005,1,       60,   6218.0
   5468.0,2,   1.5437,2,  34.6929,2,    167.6,2,   4.4613,1,    0.005,1,       48,   6220.2
   5470.0,2,   1.5439,2,  34.6930,2,    167.7,2,   4.4616,1,    0.005,1,       48,   6222.2
   5472.0,2,   1.5442,2,  34.6929,2,    167.7,2,   4.4613,1,    0.005,1,       48,   6224.2
   5474.0,2,   1.5444,2,  34.6929,2,    167.7,2,   4.4613,1,    0.005,1,       48,   6226.2
   5476.0,2,   1.5446,2,  34.6930,2,    167.8,2,   4.4614,1,    0.005,1,       36,   6228.0
   5478.0,2,   1.5448,2,  34.6931,2,    167.8,2,   4.4613,1,    0.005,1,       48,   6229.8
   5480.0,2,   1.5451,2,  34.6930,2,    167.7,2,   4.4612,1,    0.005,1,       48,   6231.8
   5482.0,2,   1.5453,2,  34.6929,2,    167.7,2,   4.4614,1,    0.005,1,       60,   6234.0
   5484.0,2,   1.5455,2,  34.6931,2,    167.7,2,   4.4609,1,    0.005,1,       48,   6236.2
   5486.0,2,   1.5458,2,  34.6931,2,    167.7,2,   4.4614,1,    0.005,1,       36,   6238.0
   5488.0,2,   1.5460,2,  34.6931,2,    167.8,2,   4.4614,1,    0.005,1,       36,   6239.5
   5490.0,2,   1.5463,2,  34.6930,2,    167.7,2,   4.4612,1,    0.005,1,       60,   6241.5
   5492.0,2,   1.5465,2,  34.6930,2,    167.8,2,   4.4614,1,    0.005,1,       36,   6243.5
   5494.0,2,   1.5464,2,  34.6930,2,    167.8,2,   4.4615,1,    0.005,1,       48,   6245.2
   5496.0,2,   1.5465,2,  34.6930,2,    167.8,2,   4.4611,1,    0.005,1,       60,   6247.5
   5498.0,2,   1.5465,2,  34.6931,2,    167.9,2,   4.4613,1,    0.005,1,       48,   6249.8
   5500.0,2,   1.5466,2,  34.6931,2,    167.8,2,   4.4610,1,    0.005,1,       36,   6251.5
   5502.0,2,   1.5450,2,  34.6931,2,    167.9,2,   4.4609,1,    0.005,1,       47,   6253.3
   5504.0,2,   1.5444,2,  34.6933,2,    167.6,2,   4.4606,1,    0.005,1,       48,   6255.2
   5506.0,2,   1.5445,2,  34.6932,2,    166.8,2,   4.4604,1,    0.005,1,       48,   6257.2
   5508.0,2,   1.5448,2,  34.6933,2,    166.8,2,   4.4603,1,    0.005,1,       48,   6259.2
   5510.0,2,   1.5446,2,  34.6933,2,    166.9,2,   4.4602,1,    0.005,1,       48,   6261.2
   5512.0,2,   1.5445,2,  34.6932,2,    166.9,2,   4.4595,1,    0.005,1,       48,   6263.2
   5514.0,2,   1.5449,2,  34.6933,2,    166.9,2,   4.4603,1,    0.005,1,       48,   6265.2
   5516.0,2,   1.5453,2,  34.6934,2,    166.9,2,   4.4601,1,    0.005,1,       36,   6267.0
   5518.0,2,   1.5456,2,  34.6933,2,    166.9,2,   4.4602,1,    0.005,1,       48,   6268.8
   5520.0,2,   1.5459,2,  34.6934,2,    167.0,2,   4.4603,1,    0.005,1,       60,   6271.0
   5522.0,2,   1.5462,2,  34.6934,2,    167.0,2,   4.4601,1,    0.005,1,       36,   6273.0
   5524.0,2,   1.5466,2,  34.6932,2,    167.0,2,   4.4604,1,    0.005,1,       48,   6274.8
   5526.0,2,   1.5470,2,  34.6932,2,    167.0,2,   4.4602,1,    0.005,1,       48,   6276.8
   5528.0,2,   1.5473,2,  34.6933,2,    167.0,2,   4.4601,1,    0.006,1,       48,   6278.8
   5530.0,2,   1.5476,2,  34.6933,2,    167.0,2,   4.4603,1,    0.005,1,       48,   6280.8
   5532.0,2,   1.5477,2,  34.6933,2,    167.1,2,   4.4602,1,    0.005,1,       48,   6282.8
   5534.0,2,   1.5481,2,  34.6932,2,    167.0,2,   4.4604,1,    0.005,1,       48,   6284.8
   5536.0,2,   1.5482,2,  34.6934,2,    167.8,2,   4.4604,1,    0.005,1,       48,   6286.8
   5538.0,2,   1.5486,2,  34.6933,2,    168.2,2,   4.4603,1,    0.005,1,       48,   6288.8
   5540.0,2,   1.5488,2,  34.6933,2,    168.1,2,   4.4603,1,    0.005,1,       48,   6290.8
   5542.0,2,   1.5489,2,  34.6933,2,    168.2,2,   4.4603,1,    0.005,1,       48,   6292.8
   5544.0,2,   1.5491,2,  34.6933,2,    168.2,2,   4.4601,1,    0.005,1,       48,   6294.8
   5546.0,2,   1.5495,2,  34.6933,2,    168.3,2,   4.4605,1,    0.005,1,       48,   6296.8
   5548.0,2,   1.5497,2,  34.6934,2,    168.3,2,   4.4603,1,    0.005,1,       36,   6298.5
   5550.0,2,   1.5503,2,  34.6932,2,    167.4,2,   4.4606,1,    0.005,1,       48,   6300.2
   5552.0,2,   1.5504,2,  34.6933,2,    167.4,2,   4.4603,1,    0.005,1,       60,   6302.5
   5554.0,2,   1.5506,2,  34.6934,2,    167.4,2,   4.4603,1,    0.005,1,       36,   6304.5
   5556.0,2,   1.5508,2,  34.6933,2,    167.4,2,   4.4601,1,    0.005,1,       48,   6306.2
   5558.0,2,   1.5511,2,  34.6933,2,    167.4,2,   4.4601,1,    0.005,1,       48,   6308.2
   5560.0,2,   1.5513,2,  34.6932,2,    167.4,2,   4.4603,1,    0.005,1,       48,   6310.2
   5562.0,2,   1.5515,2,  34.6934,2,    167.4,2,   4.4594,1,    0.005,1,       48,   6312.2
   5564.0,2,   1.5519,2,  34.6933,2,    167.4,2,   4.4602,1,    0.005,1,       48,   6314.2
   5566.0,2,   1.5521,2,  34.6933,2,    167.4,2,   4.4606,1,    0.005,1,       48,   6316.2
   5568.0,2,   1.5525,2,  34.6933,2,    167.4,2,   4.4603,1,    0.005,1,       48,   6318.2
   5570.0,2,   1.5531,2,  34.6934,2,    167.4,2,   4.4601,1,    0.005,1,       48,   6320.2
   5572.0,2,   1.5533,2,  34.6933,2,    167.4,2,   4.4600,1,    0.005,1,       48,   6322.2
   5574.0,2,   1.5533,2,  34.6933,2,    168.2,2,   4.4598,1,    0.006,1,       48,   6324.2
   5576.0,2,   1.5517,2,  34.6935,2,    168.2,2,   4.4602,1,    0.006,1,       48,   6326.2
   5578.0,2,   1.5519,2,  34.6936,2,    168.3,2,   4.4602,1,    0.006,1,       48,   6328.2
   5580.0,2,   1.5522,2,  34.6936,2,    168.4,2,   4.4599,1,    0.006,1,       48,   6330.2
   5582.0,2,   1.5524,2,  34.6936,2,    168.3,2,   4.4602,1,    0.006,1,       48,   6332.2
   5584.0,2,   1.5527,2,  34.6935,2,    168.3,2,   4.4597,1,    0.006,1,       36,   6334.0
   5586.0,2,   1.5529,2,  34.6935,2,    168.4,2,   4.4601,1,    0.006,1,       60,   6336.0
   5588.0,2,   1.5531,2,  34.6935,2,    168.3,2,   4.4601,1,    0.006,1,       36,   6338.0
